품종,나이,산책시간(시간),체중,성별,중성화여부,색상,음수량,성별_라벨링,중성화_라벨링,크기,크기_라벨링
믹스견,5,1.0,20.0,M,N,흰색,1300.0,1,0,대,2
믹스견,5,1.0,20.0,M,N,흰,1300.0,1,0,대,2
믹스견,5,1.0,20.0,F,N,흰색,1300.0,0,0,대,2
믹스견,5,1.0,20.0,M,N,갈/흰,1300.0,1,0,대,2
믹스견,6,1.0,20.0,M,N,갈색,1300.0,1,0,대,2
믹스견,6,1.0,20.0,M,N,검/흰,1300.0,1,0,대,2
믹스견,7,1.0,20.0,M,N,아이보리,1300.0,1,0,대,2
믹스견,7,1.0,20.0,M,N,연갈색,1300.0,1,0,대,2
믹스견,7,1.0,20.0,M,N,흰/갈,1300.0,1,0,대,2
믹스견,7,1.0,20.0,M,N,검,1300.0,1,0,대,2
믹스견,8,0.5,20.0,F,N,흰색,1300.0,0,0,대,2
믹스견,8,0.5,20.0,M,N,흰색,1300.0,1,0,대,2
믹스견,3,1.0,20.3,M,N,초코색.흰색,1319.5,1,0,대,2
믹스견,5,1.0,20.3,M,N,흰색,1319.5,1,0,대,2
믹스견,0,0.8,21.0,M,N,갈백색,1365.0,1,0,대,2
믹스견,1,1.0,21.0,M,N,흰색,1365.0,1,0,대,2
믹스견,1,1.0,21.0,M,N,갈/흰,1365.0,1,0,대,2
믹스견,2,1.0,21.0,F,N,갈색,1365.0,0,0,대,2
믹스견,2,1.0,21.0,M,N,검/갈/흰,1365.0,1,0,대,2
믹스견,2,1.0,21.0,F,N,흰색,1365.0,0,0,대,2
믹스견,2,1.0,21.0,M,N,갈/흰,1365.0,1,0,대,2
믹스견,2,1.0,21.0,M,N,흰/갈,1365.0,1,0,대,2
믹스견,2,1.0,21.0,F,N,"갈색,검정",1365.0,0,0,대,2
믹스견,3,1.0,21.0,F,N,흰색,1365.0,0,0,대,2
믹스견,3,1.0,21.0,F,N,흰색,1365.0,0,0,대,2
믹스견,3,1.0,21.0,M,N,흰색,1365.0,1,0,대,2
믹스견,3,1.0,21.0,F,N,옅은갈색,1365.0,0,0,대,2
믹스견,3,1.0,21.0,M,N,갈색,1365.0,1,0,대,2
믹스견,3,1.0,21.0,M,N,갈/검/흰,1365.0,1,0,대,2
믹스견,3,1.0,21.0,M,N,갈/검/흰,1365.0,1,0,대,2
믹스견,3,1.0,21.0,M,N,갈/흰,1365.0,1,0,대,2
믹스견,3,1.0,21.0,M,N,갈/흰,1365.0,1,0,대,2
믹스견,3,1.0,21.0,M,N,흑갈색,1365.0,1,0,대,2
믹스견,4,1.0,21.0,M,N,흰색,1365.0,1,0,대,2
믹스견,4,1.0,21.0,M,N,갈색,1365.0,1,0,대,2
믹스견,4,1.0,21.0,M,N,갈색,1365.0,1,0,대,2
믹스견,5,1.0,21.0,M,N,흰색,1365.0,1,0,대,2
믹스견,5,1.0,21.0,F,N,갈색,1365.0,0,0,대,2
믹스견,6,1.0,21.0,M,N,연갈색,1365.0,1,0,대,2
믹스견,8,0.5,21.0,F,N,흰색,1365.0,0,0,대,2
믹스견,8,0.5,21.0,M,N,검정,1365.0,1,0,대,2
믹스견,1,1.0,21.5,M,N,갈색,1397.5,1,0,대,2
믹스견,2,1.0,21.7,M,N,흰,1410.5,1,0,대,2
믹스견,4,1.0,21.7,M,N,갈색,1410.5,1,0,대,2
믹스견,1,1.0,22.0,M,N,갈/검,1430.0,1,0,대,2
믹스견,2,1.0,22.0,F,N,흰색,1430.0,0,0,대,2
믹스견,2,1.0,22.0,M,N,갈/검/흰,1430.0,1,0,대,2
믹스견,2,1.0,22.0,M,N,갈/흰,1430.0,1,0,대,2
믹스견,3,1.0,22.0,M,N,진갈,1430.0,1,0,대,2
믹스견,4,1.0,22.0,F,N,흰검,1430.0,0,0,대,2
믹스견,4,1.0,22.0,M,N,아이보리,1430.0,1,0,대,2
믹스견,4,1.0,22.0,M,N,갈색,1430.0,1,0,대,2
믹스견,4,1.0,22.0,M,N,흰색,1430.0,1,0,대,2
믹스견,5,1.0,22.0,M,N,크림색,1430.0,1,0,대,2
믹스견,5,1.0,22.0,M,N,흰색,1430.0,1,0,대,2
믹스견,5,1.0,22.0,M,N,흰색,1430.0,1,0,대,2
믹스견,6,1.0,22.0,F,N,"검정색, 갈색",1430.0,0,0,대,2
믹스견,12,0.5,22.0,F,Y,갈색,1430.0,0,1,대,2
믹스견,4,1.0,22.3,M,N,크림색,1449.5,1,0,대,2
믹스견,4,1.0,22.3,M,N,"갈색,검점",1449.5,1,0,대,2
믹스견,5,1.0,22.7,M,N,흰색,1475.5,1,0,대,2
믹스견,1,1.0,23.0,M,N,"회색,황색,검정",1495.0,1,0,대,2
믹스견,1,1.0,23.0,M,N,호피무늬,1495.0,1,0,대,2
믹스견,2,1.0,23.0,M,N,흰색,1495.0,1,0,대,2
믹스견,2,1.0,23.0,M,N,흰/갈,1495.0,1,0,대,2
믹스견,2,1.0,23.0,M,N,흰/갈,1495.0,1,0,대,2
믹스견,2,1.0,23.0,M,N,흰,1495.0,1,0,대,2
믹스견,2,1.0,23.0,M,N,흰/갈,1495.0,1,0,대,2
믹스견,2,1.0,23.0,M,N,검/갈,1495.0,1,0,대,2
믹스견,2,1.0,23.0,M,N,황색,1495.0,1,0,대,2
믹스견,2,1.0,23.0,F,N,흰,1495.0,0,0,대,2
믹스견,3,1.0,23.0,M,N,흰,1495.0,1,0,대,2
믹스견,3,1.0,23.0,M,N,갈색,1495.0,1,0,대,2
믹스견,3,1.0,23.0,M,N,옅은갈색,1495.0,1,0,대,2
믹스견,3,1.0,23.0,F,N,흰색,1495.0,0,0,대,2
믹스견,3,1.0,23.0,M,N,흰검갈,1495.0,1,0,대,2
믹스견,3,1.0,23.0,M,N,흰,1495.0,1,0,대,2
믹스견,3,1.0,23.0,M,N,갈,1495.0,1,0,대,2
믹스견,4,1.0,23.0,M,N,흰/갈,1495.0,1,0,대,2
믹스견,4,1.0,23.0,M,N,갈색,1495.0,1,0,대,2
믹스견,5,1.0,23.0,M,Y,백 갈,1495.0,1,1,대,2
믹스견,5,1.0,23.0,F,N,크림,1495.0,0,0,대,2
믹스견,7,1.0,23.0,M,N,흰색,1495.0,1,0,대,2
믹스견,3,1.0,23.2,M,N,흰색.갈색,1508.0,1,0,대,2
믹스견,4,1.0,23.4,M,N,흰색,1521.0,1,0,대,2
믹스견,5,1.0,23.46,M,N,옅은 갈색/하양,1524.9,1,0,대,2
믹스견,4,1.0,23.7,F,N,흰색,1540.5,0,0,대,2
믹스견,1,1.0,24.0,M,N,흑갈색,1560.0,1,0,대,2
믹스견,4,1.0,24.0,M,N,검정,1560.0,1,0,대,2
믹스견,4,1.0,24.0,M,N,흰,1560.0,1,0,대,2
믹스견,5,1.0,24.0,M,N,흰,1560.0,1,0,대,2
믹스견,8,0.5,24.0,M,N,흰색,1560.0,1,0,대,2
믹스견,2,1.0,25.0,M,N,백갈,1625.0,1,0,대,2
믹스견,2,1.0,25.0,M,N,흰/갈,1625.0,1,0,대,2
믹스견,2,1.0,25.0,M,N,흰색,1625.0,1,0,대,2
믹스견,2,1.0,25.0,M,N,흰/갈,1625.0,1,0,대,2
믹스견,2,1.0,25.0,M,N,갈/흰,1625.0,1,0,대,2
믹스견,2,1.0,25.0,M,N,황갈,1625.0,1,0,대,2
믹스견,3,1.0,25.0,M,N,흰/갈,1625.0,1,0,대,2
믹스견,3,1.0,25.0,M,N,갈백,1625.0,1,0,대,2
믹스견,3,1.0,25.0,M,N,갈/흰,1625.0,1,0,대,2
믹스견,3,1.0,25.0,M,N,검백색,1625.0,1,0,대,2
믹스견,4,1.0,25.0,M,N,백갈흑,1625.0,1,0,대,2
믹스견,4,1.0,25.0,M,N,흰색,1625.0,1,0,대,2
믹스견,4,1.0,25.0,M,N,검정색호피무늬,1625.0,1,0,대,2
믹스견,4,1.0,25.0,M,Y,갈색,1625.0,1,1,대,2
믹스견,4,1.0,25.0,M,N,검정,1625.0,1,0,대,2
믹스견,6,1.0,25.0,M,N,갈/검/흰,1625.0,1,0,대,2
믹스견,2,1.0,25.9,F,N,크림색,1683.5,0,0,대,2
믹스견,1,1.0,26.0,M,N,흰색,1690.0,1,0,대,2
믹스견,2,1.0,26.0,M,N,흰색,1690.0,1,0,대,2
믹스견,3,1.0,26.0,M,N,검/갈/연갈,1690.0,1,0,대,2
믹스견,5,1.0,26.0,M,N,갈색,1690.0,1,0,대,2
믹스견,4,1.0,26.2,M,N,갈색,1703.0,1,0,대,2
믹스견,1,1.0,26.4,M,N,흰색,1716.0,1,0,대,2
믹스견,5,1.0,26.5,M,N,갈색,1722.5,1,0,대,2
믹스견,1,1.0,27.0,M,N,아이보리색,1755.0,1,0,대,2
믹스견,2,1.0,27.0,M,N,검/흰,1755.0,1,0,대,2
믹스견,2,1.0,27.0,M,N,흰/갈,1755.0,1,0,대,2
믹스견,3,1.0,27.0,M,N,갈/노,1755.0,1,0,대,2
믹스견,3,1.0,27.0,F,N,흰색,1755.0,0,0,대,2
믹스견,5,1.0,27.0,F,N,"검정색, 흰색",1755.0,0,0,대,2
믹스견,2,1.0,27.3,F,N,갈색,1774.5,0,0,대,2
믹스견,3,1.0,28.0,M,N,갈/검/흰,1820.0,1,0,대,2
믹스견,3,1.0,28.0,M,N,검/갈/흰,1820.0,1,0,대,2
믹스견,4,1.0,28.0,M,N,검정,1820.0,1,0,대,2
믹스견,4,1.0,28.0,M,N,검정,1820.0,1,0,대,2
믹스견,4,1.0,28.2,F,N,갈색.검정.흰색,1833.0,0,0,대,2
믹스견,3,1.0,28.7,M,N,"갈색,검점",1865.5,1,0,대,2
믹스견,3,1.0,29.0,M,N,갈/검/흰,1885.0,1,0,대,2
믹스견,4,1.0,30.0,M,N,흰색,1950.0,1,0,대,2
믹스견,5,1.0,30.0,M,N,검정,1950.0,1,0,대,2
믹스견,5,1.0,30.0,M,N,갈색,1950.0,1,0,대,2
믹스견,5,1.0,30.0,M,N,누런색,1950.0,1,0,대,2
믹스견,6,1.0,30.0,F,N,연갈색,1950.0,0,0,대,2
믹스견,2,1.0,50.0,M,N,연갈,3250.0,1,0,대,2
바셋 하운드,6,1.5,12.0,F,N,삼색,780.0,0,0,중,1
베들링턴 테리어,10,0.5,8.16,M,N,갈색,530.4,1,0,소,0
베들링턴 테리어,5,1.5,8.0,M,N,흰색,520.0,1,0,소,0
베들링턴 테리어,4,1.5,5.0,M,N,백,325.0,1,0,소,0
베들링턴 테리어,3,1.5,6.0,M,N,"흰색,회색",390.0,1,0,소,0
베들링턴 테리어,2,1.5,7.9,M,Y,"흰색,회색",513.5,1,1,소,0
베들링턴 테리어,0,0.5,5.0,F,N,검정색,325.0,0,0,소,0
보더콜리,13,0.5,8.0,M,N,흑백색,520.0,1,0,소,0
보더콜리,7,1.0,20.5,M,N,흑백색,1332.5,1,0,대,2
보더콜리,7,1.0,17.0,M,N,흑갈,1105.0,1,0,중,1
보더콜리,5,1.0,19.4,M,Y,검/흰,1261.0,1,1,중,1
보더콜리,4,1.0,24.0,M,N,검/갈,1560.0,1,0,대,2
보더콜리,3,1.0,25.0,M,N,"검정,흰색",1625.0,1,0,대,2
보더콜리,3,1.0,25.0,M,N,검백색,1625.0,1,0,대,2
보더콜리,3,1.0,14.0,M,N,"흰색, 연갈색",910.0,1,0,중,1
보더콜리,3,1.0,15.0,M,N,검정/흰색,975.0,1,0,중,1
보더콜리,3,1.0,8.5,F,N,"흰색, 연갈색",552.5,0,0,소,0
보더콜리,2,1.0,21.0,M,N,검/흰,1365.0,1,0,대,2
보더콜리,2,1.0,11.6,M,N,갈/흰,754.0,1,0,중,1
보더콜리,2,1.0,14.0,F,N,"검정색, 흰색",910.0,0,0,중,1
보더콜리,2,1.0,15.4,M,N,검/흰,1001.0,1,0,중,1
보더콜리,2,1.0,16.0,M,N,갈/흰,1040.0,1,0,중,1
보더콜리,2,1.0,16.0,M,N,"회색, 흰색",1040.0,1,0,중,1
보더콜리,2,1.0,8.5,F,N,"흰색, 검정색",552.5,0,0,소,0
보더콜리,2,1.0,19.0,M,N,흰/검/갈,1235.0,1,0,중,1
보더콜리,1,1.0,20.0,M,N,검정.흰색,1300.0,1,0,대,2
보더콜리,1,1.0,11.0,F,N,"흑색, 백색",715.0,0,0,중,1
보더콜리,1,1.0,11.0,M,N,"흰색, 흑갈색",715.0,1,0,중,1
보더콜리,1,1.0,12.0,M,N,흰+검,780.0,1,0,중,1
보더콜리,1,1.0,15.0,M,N,갈백,975.0,1,0,중,1
보더콜리,0,0.5,3.6,F,N,"흰색,검정,갈색",234.0,0,0,소,0
보스턴테리어,1,1.5,6.0,F,Y,흑백,390.0,0,1,소,0
보스턴테리어,1,1.5,9.0,M,Y,검백색,585.0,1,1,소,0
보스턴테리어,0,0.5,11.8,M,Y,"흰,검",767.0,1,1,중,1
불 테리어,5,1.5,10.0,M,N,백흑,650.0,1,0,중,1
불독,7,0.8,16.2,M,N,검정/하양,1053.0,1,0,중,1
불독,3,0.8,21.0,M,N,"갈색,흰색",1365.0,1,0,대,2
불독,2,0.8,12.5,F,N,아이보리색,812.5,0,0,중,1
불독,0,0.5,3.5,M,N,갈/검/흰,227.5,1,0,소,0
브리타니 스파니엘,5,1.0,12.0,M,N,백갈,780.0,1,0,중,1
비글,5,1.0,13.3,F,N,삼색,864.5,0,0,중,1
비글,5,1.0,9.48,F,N,검정/갈색/하양,616.2,0,0,소,0
비글,3,1.0,12.0,M,Y,갈흑백,780.0,1,1,중,1
비글,3,1.0,15.0,M,N,흰갈색,975.0,1,0,중,1
비글,3,1.0,18.24,M,Y,삼색,1185.6,1,1,중,1
비글,1,1.0,8.0,M,Y,갈/검,520.0,1,1,소,0
비숑 프리제,10,0.5,9.0,M,N,흰색,585.0,1,0,소,0
비숑 프리제,8,0.5,5.0,M,N,백색,325.0,1,0,소,0
비숑 프리제,6,1.0,12.0,M,Y,흰색,780.0,1,1,중,1
비숑 프리제,6,1.0,5.5,M,N,백색,357.5,1,0,소,0
비숑 프리제,6,1.0,5.5,M,Y,백색,357.5,1,1,소,0
비숑 프리제,6,1.0,7.5,M,Y,흰색,487.5,1,1,소,0
비숑 프리제,6,1.0,9.0,M,N,흰색,585.0,1,0,소,0
비숑 프리제,5,1.0,4.2,M,N,흰색,273.0,1,0,소,0
비숑 프리제,5,1.0,5.0,M,N,백,325.0,1,0,소,0
비숑 프리제,5,1.0,5.6,F,N,흰색,364.0,0,0,소,0
비숑 프리제,5,1.0,9.0,M,Y,흰색,585.0,1,1,소,0
비숑 프리제,4,1.0,3.4,M,Y,흰색,221.0,1,1,소,0
비숑 프리제,4,1.0,5.3,M,Y,흰색,344.5,1,1,소,0
비숑 프리제,4,1.0,5.3,M,N,흰,344.5,1,0,소,0
비숑 프리제,4,1.0,6.0,M,N,흰,390.0,1,0,소,0
비숑 프리제,4,1.0,6.1,M,N,흰,396.5,1,0,소,0
비숑 프리제,4,1.0,6.5,M,N,흰색,422.5,1,0,소,0
비숑 프리제,4,1.0,7.5,M,N,흰색,487.5,1,0,소,0
비숑 프리제,3,1.0,4.5,M,N,흰색,292.5,1,0,소,0
비숑 프리제,3,1.0,6.0,M,Y,흰색,390.0,1,1,소,0
비숑 프리제,3,1.0,7.0,M,N,흰색,455.0,1,0,소,0
비숑 프리제,3,1.0,7.5,M,Y,흰색,487.5,1,1,소,0
비숑 프리제,3,1.0,9.0,M,N,흰색,585.0,1,0,소,0
비숑 프리제,2,1.0,3.1,M,N,흰,201.5,1,0,소,0
비숑 프리제,2,1.0,3.5,M,Y,흰색,227.5,1,1,소,0
비숑 프리제,2,1.0,3.5,F,N,흰색,227.5,0,0,소,0
비숑 프리제,2,1.0,4.3,M,Y,흰색,279.5,1,1,소,0
비숑 프리제,2,1.0,7.8,M,N,흰,507.0,1,0,소,0
비숑 프리제,1,1.0,3.5,F,N,흰색,227.5,0,0,소,0
비숑 프리제,1,1.0,3.5,M,N,흰색,227.5,1,0,소,0
비숑 프리제,1,1.0,3.5,M,Y,백,227.5,1,1,소,0
비숑 프리제,1,1.0,3.8,M,N,흰색,247.0,1,0,소,0
비숑 프리제,1,1.0,4.0,M,Y,백,260.0,1,1,소,0
비숑 프리제,1,1.0,7.4,M,N,흰,481.0,1,0,소,0
비숑 프리제,0,0.8,2.0,M,N,흰색,130.0,1,0,소,0
비숑 프리제,0,0.8,3.6,M,N,흰색,234.0,1,0,소,0
빠삐용,12,0.5,4.2,M,N,흑백,273.0,1,0,소,0
사모예드,3,1.0,22.3,F,N,흰색,1449.5,0,0,대,2
사모예드,3,1.0,12.0,F,N,백,780.0,0,0,중,1
사모예드,3,1.0,17.0,M,Y,흰색,1105.0,1,1,중,1
사모예드,3,1.0,18.0,M,Y,백,1170.0,1,1,중,1
사모예드,2,1.0,16.0,M,N,옅은 갈색,1040.0,1,0,중,1
사모예드,1,1.0,5.5,M,N,흰색,357.5,1,0,소,0
사모예드,0,0.8,11.0,M,N,흰색,715.0,1,0,중,1
삽살,6,1.0,23.0,M,N,회색,1495.0,1,0,대,2
삽살,4,1.0,14.0,F,N,흑갈색,910.0,0,0,중,1
삽살,4,1.0,18.0,F,N,흰색,1170.0,0,0,중,1
삽살,4,1.0,18.0,M,N,흰색,1170.0,1,0,중,1
삽살,2,1.0,20.0,M,Y,갈색,1300.0,1,1,대,2
삽살,2,1.0,10.0,M,N,옅은 갈색,650.0,1,0,중,1
삽살,2,1.0,14.0,M,N,백갈,910.0,1,0,중,1
샤페이,3,1.0,11.6,M,N,갈,754.0,1,0,중,1
샤페이,3,1.0,13.0,M,N,갈,845.0,1,0,중,1
샤페이,3,1.0,15.0,M,Y,황색,975.0,1,1,중,1
샤페이,1,1.0,11.8,F,N,흰색,767.0,0,0,중,1
샤페이,1,1.0,7.5,M,N,흰색,487.5,1,0,소,0
셔틀랜드 쉽독,3,1.0,20.0,M,N,갈/검/흰,1300.0,1,0,대,2
셔틀랜드 쉽독,1,1.0,17.4,M,Y,흑갈백,1131.0,1,1,중,1
셔틀랜드 쉽독,0,0.8,9.8,M,N,검/흰/갈,637.0,1,0,소,0
셰퍼드,10,0.5,23.0,M,N,검정,1495.0,1,0,대,2
셰퍼드,5,1.5,30.0,M,N,갈검색,1950.0,1,0,대,2
셰퍼드,3,1.5,25.0,M,N,갈/검,1625.0,1,0,대,2
셰퍼드,3,1.5,26.5,M,N,검정,1722.5,1,0,대,2
셰퍼드,3,1.5,32.0,M,N,갈/검,2080.0,1,0,대,2
셰퍼드,2,1.5,23.0,F,N,검갈색,1495.0,0,0,대,2
셰퍼드,2,1.5,25.0,F,N,"검정색, 갈색",1625.0,0,0,대,2
셰퍼드,2,1.5,40.0,M,N,갈색,2600.0,1,0,대,2
셰퍼드,1,1.5,25.0,M,N,갈흑,1625.0,1,0,대,2
셰퍼드,1,1.5,8.0,F,N,검갈색,520.0,0,0,소,0
셰퍼드,1,1.5,8.0,F,N,검갈색,520.0,0,0,소,0
셰퍼드,1,1.5,9.0,F,N,검갈색,585.0,0,0,소,0
슈나우져,13,0.5,10.0,M,Y,흑회,650.0,1,1,중,1
슈나우져,11,0.5,8.1,M,Y,회색,526.5,1,1,소,0
슈나우져,8,0.5,5.2,F,N,회백색,338.0,0,0,소,0
슈나우져,8,0.5,6.0,M,N,회백색,390.0,1,0,소,0
슈나우져,7,1.0,5.6,F,N,회색,364.0,0,0,소,0
슈나우져,7,1.0,7.3,F,N,흑회색,474.5,0,0,소,0
슈나우져,5,1.0,15.0,M,N,검정흰색,975.0,1,0,중,1
슈나우져,5,1.0,8.5,M,N,흑백색,552.5,1,0,소,0
슈나우져,3,1.0,12.5,M,Y,회색,812.5,1,1,중,1
슈나우져,3,1.0,5.2,F,N,회백색,338.0,0,0,소,0
슈나우져,2,1.0,6.0,M,N,흑회색,390.0,1,0,소,0
슈나우져,2,1.0,9.0,M,Y,흰그레이,585.0,1,1,소,0
슈나우져,2,1.0,9.0,M,N,검정.흰색,585.0,1,0,소,0
슈나우져,1,1.0,5.0,M,N,검흰색,325.0,1,0,소,0
슈나우져,0,0.8,0.5,M,N,검갈색,32.5,1,0,소,0
스코티쉬 테리어,2,1.5,7.0,M,N,검정,455.0,1,0,소,0
스탠다드 푸들,3,1.0,25.0,M,N,검정색,1625.0,1,0,대,2
스탠다드 푸들,2,1.0,25.0,M,Y,흰색,1625.0,1,1,대,2
스탠다드 푸들,2,1.0,12.0,M,N,흰색,780.0,1,0,중,1
스탠다드 푸들,0,0.5,27.0,F,Y,백,1755.0,0,1,대,2
스피츠,15,0.5,7.1,F,N,흰색,461.5,0,0,소,0
스피츠,10,0.5,9.7,F,N,흰색,630.5,0,0,소,0
스피츠,8,0.5,13.0,M,N,흰색,845.0,1,0,중,1
스피츠,8,0.5,7.3,M,Y,흰색,474.5,1,1,소,0
스피츠,8,0.5,7.5,M,Y,흰,487.5,1,1,소,0
스피츠,7,1.0,5.0,M,Y,백,325.0,1,1,소,0
스피츠,7,1.0,7.0,M,Y,흰,455.0,1,1,소,0
스피츠,7,1.0,8.0,M,N,흰색,520.0,1,0,소,0
스피츠,7,1.0,8.3,M,N,흰색,539.5,1,0,소,0
스피츠,6,1.0,10.4,M,N,흰색,676.0,1,0,중,1
스피츠,6,1.0,6.0,F,N,흰색,390.0,0,0,소,0
스피츠,6,1.0,8.0,M,N,백,520.0,1,0,소,0
스피츠,6,1.0,9.3,M,Y,백색,604.5,1,1,소,0
스피츠,5,1.0,10.0,F,N,흰색,650.0,0,0,중,1
스피츠,5,1.0,5.6,M,N,흰색,364.0,1,0,소,0
스피츠,5,1.0,6.9,F,N,흰색,448.5,0,0,소,0
스피츠,5,1.0,6.9,F,N,흰색,448.5,0,0,소,0
스피츠,5,1.0,8.0,M,Y,백,520.0,1,1,소,0
스피츠,5,1.0,9.0,M,Y,흰색,585.0,1,1,소,0
스피츠,3,1.0,3.5,M,N,옅은황색,227.5,1,0,소,0
스피츠,3,1.0,4.0,M,N,백,260.0,1,0,소,0
스피츠,3,1.0,15.0,M,N,흰,975.0,1,0,중,1
스피츠,3,1.0,5.0,M,N,백,325.0,1,0,소,0
스피츠,3,1.0,6.0,M,N,흰색,390.0,1,0,소,0
스피츠,3,1.0,6.7,F,N,흰색,435.5,0,0,소,0
스피츠,3,1.0,8.8,M,N,흰색,572.0,1,0,소,0
스피츠,3,1.0,9.0,M,Y,흰색,585.0,1,1,소,0
스피츠,2,1.0,11.0,M,N,흰색,715.0,1,0,중,1
스피츠,2,1.0,12.0,F,N,흰색,780.0,0,0,중,1
스피츠,2,1.0,12.5,M,Y,흰색,812.5,1,1,중,1
스피츠,2,1.0,6.0,M,N,흰색,390.0,1,0,소,0
스피츠,2,1.0,8.0,F,N,흰색,520.0,0,0,소,0
스피츠,1,1.0,2.5,F,N,흰색,162.5,0,0,소,0
스피츠,1,1.0,3.5,M,N,흰색,227.5,1,0,소,0
스피츠,1,1.0,11.0,M,N,흰색,715.0,1,0,중,1
스피츠,1,1.0,4.6,M,N,흰색,299.0,1,0,소,0
스피츠,1,1.0,6.5,F,N,흰색,422.5,0,0,소,0
스피츠,1,1.0,8.0,M,N,흰색,520.0,1,0,소,0
스피츠,1,1.0,8.0,F,N,흰색,520.0,0,0,소,0
스피츠,0,0.8,5.3,M,N,갈/흰,344.5,1,0,소,0
시바견,8,0.5,7.36,F,N,검갈,478.40000000000003,0,0,소,0
시바견,6,1.0,8.0,M,N,황갈색,520.0,1,0,소,0
시바견,5,1.0,10.0,M,N,"흑, 갈, 백",650.0,1,0,중,1
시바견,5,1.0,10.0,M,Y,갈색,650.0,1,1,중,1
시바견,5,1.0,10.0,F,N,황색,650.0,0,0,중,1
시바견,5,1.0,10.0,M,N,황색,650.0,1,0,중,1
시바견,5,1.0,8.0,M,Y,"갈색, 백색",520.0,1,1,소,0
시바견,4,1.0,10.0,M,N,갈/검,650.0,1,0,중,1
시바견,4,1.0,10.0,F,N,황색,650.0,0,0,중,1
시바견,4,1.0,10.0,M,N,황색,650.0,1,0,중,1
시바견,4,1.0,11.0,M,N,갈색,715.0,1,0,중,1
시바견,4,1.0,6.0,M,N,"블랙, 네눈박이",390.0,1,0,소,0
시바견,4,1.0,9.0,F,N,블랙탄,585.0,0,0,소,0
시바견,4,1.0,17.0,M,Y,갈/흰,1105.0,1,1,중,1
시바견,3,1.0,10.0,M,N,검정 갈색,650.0,1,0,중,1
시바견,3,1.0,10.0,M,N,"황색, 크림색",650.0,1,0,중,1
시바견,3,1.0,11.5,M,N,"흑색, 갈색, 백색",747.5,1,0,중,1
시바견,3,1.0,12.0,M,N,황색.흰색,780.0,1,0,중,1
시바견,3,1.0,12.0,F,Y,흑백갈,780.0,0,1,중,1
시바견,3,1.0,13.0,M,Y,갈백,845.0,1,1,중,1
시바견,3,1.0,13.0,M,Y,흰갈색,845.0,1,1,중,1
시바견,3,1.0,13.0,M,Y,갈/흰,845.0,1,1,중,1
시바견,3,1.0,14.5,M,Y,갈색,942.5,1,1,중,1
시바견,3,1.0,16.0,M,N,갈색,1040.0,1,0,중,1
시바견,3,1.0,7.8,M,Y,갈/흰,507.0,1,1,소,0
시바견,3,1.0,9.2,F,N,검정/갈색/하양,598.0,0,0,소,0
시바견,2,1.0,10.0,M,N,갈백,650.0,1,0,중,1
시바견,2,1.0,10.0,M,N,연노랑,650.0,1,0,중,1
시바견,2,1.0,10.0,M,N,황색,650.0,1,0,중,1
시바견,2,1.0,12.0,M,N,검정 갈색,780.0,1,0,중,1
시바견,2,1.0,13.0,M,Y,갈/흰,845.0,1,1,중,1
시바견,2,1.0,14.0,M,N,갈색,910.0,1,0,중,1
시바견,2,1.0,6.0,M,N,황색,390.0,1,0,소,0
시바견,2,1.0,7.8,F,N,블랙탄,507.0,0,0,소,0
시바견,2,1.0,8.0,M,N,갈백,520.0,1,0,소,0
시바견,2,1.0,9.0,M,Y,갈/흰,585.0,1,1,소,0
시바견,2,1.0,9.0,M,N,갈색,585.0,1,0,소,0
시바견,2,1.0,9.5,M,N,"흑색, 갈색, 백색",617.5,1,0,소,0
시바견,2,1.0,9.5,M,N,갈색,617.5,1,0,소,0
시바견,2,1.0,17.0,M,N,검/흰/회,1105.0,1,0,중,1
시바견,1,1.0,10.0,F,N,갈색,650.0,0,0,중,1
시바견,1,1.0,10.0,M,N,갈백,650.0,1,0,중,1
시바견,1,1.0,9.0,M,N,흑갈색,585.0,1,0,소,0
시바견,1,1.0,9.0,F,N,검갈색,585.0,0,0,소,0
시바견,0,0.8,4.2,M,N,갈색,273.0,1,0,소,0
시바견,0,0.8,6.0,F,N,검정/갈색,390.0,0,0,소,0
시바견,0,0.8,7.0,M,N,흰색,455.0,1,0,소,0
시바견,0,0.8,8.6,M,N,"흰,갈",559.0,1,0,소,0
시베리안허스키,5,1.0,23.0,M,N,"흰,검정색",1495.0,1,0,대,2
시베리안허스키,4,1.0,30.0,M,N,흑백색,1950.0,1,0,대,2
시베리안허스키,3,1.0,25.0,M,N,흑백색,1625.0,1,0,대,2
시베리안허스키,3,1.0,17.0,F,N,"검정색, 흰색",1105.0,0,0,중,1
시베리안허스키,3,1.0,17.0,F,N,흰누렁색,1105.0,0,0,중,1
시베리안허스키,3,1.0,18.0,M,N,검정,1170.0,1,0,중,1
시베리안허스키,2,1.0,22.0,M,N,검정.흰색,1430.0,1,0,대,2
시베리안허스키,2,1.0,22.0,M,N,흰검정색,1430.0,1,0,대,2
시베리안허스키,2,1.0,23.0,F,N,흰검,1495.0,0,0,대,2
시베리안허스키,2,1.0,25.0,F,N,회색,1625.0,0,0,대,2
시베리안허스키,2,1.0,26.9,F,N,갈색.흰색,1748.5,0,0,대,2
시베리안허스키,2,1.0,28.0,M,N,검/흰,1820.0,1,0,대,2
